#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PF19462              PF19462       57 CM000950_5858        -             68   7.9e-37  121.3   0.9   1   1   7.7e-40   9.2e-37  121.1   0.9     1    56     2    57     2    58 0.99 Family of unknown function (DUF5999)
PF19621              PF19621       40 CM000950_5883        -             50   1.2e-23   78.4   2.7   1   1   1.2e-26   1.5e-23   78.1   2.7     2    40    10    48     9    48 0.96 Family of unknown function (DUF6126)
PF19908              PF19908       62 CM000950_5989        -             69   5.1e-12   41.6  10.9   1   1     5e-15   5.9e-12   41.4  10.9     1    56     1    56     1    64 0.88 Family of unknown function (DUF6381)
PF19300              PF19300      114 CM000950_6001        -            316     2e-11   40.3   2.4   1   1   6.2e-14   7.4e-11   38.4   0.0     2    76     5    79     4   105 0.87 Binding-prot-dependent transport system membrane comp, N-term
PF19344              PF19344      139 CM000950_6012        -            211   5.6e-74  243.0   0.2   1   1   6.8e-77   8.1e-74  242.5   0.2     2   139    74   211    73   211 0.99 Tetracyclin repressor-like, C-terminal domain
PF19985              PF19985      437 CM000950_6072        -            465  2.7e-229  757.3   0.3   1   1  2.6e-232  3.1e-229  757.1   0.3     1   436    23   457    23   458 0.99 Family of unknown function (DUF6421)
PF19383              PF19383      125 CM000950_6175        -            164   5.6e-37  122.9   0.0   1   1   5.5e-40   6.6e-37  122.7   0.0     2   125    33   153    32   153 0.98 Family of unknown function (DUF5958)
PF19650              PF19650      115 CM000950_6193        -            148   9.3e-33  109.7  13.1   1   1   1.1e-35   1.3e-32  109.2  13.1     1   115    21   148    21   148 0.97 Family of unknown function (DUF6153)
PF19086              PF19086      199 CM000950_6212        -            372   6.4e-46  152.8   0.0   1   1   6.9e-49   8.2e-46  152.5   0.0     1   197    91   287    91   289 0.95 Terpene synthase family 2, C-terminal metal binding
PF19112              PF19112      195 CM000950_6223        -            338   3.9e-20   68.9   0.8   1   1   5.3e-22   6.3e-19   65.0   0.8     1   194   158   331   158   332 0.81 Vanillate O-demethylase oxygenase C-terminal domain
PF19501              PF19501      867 CM000950_6252        -            749         0 1124.1   0.2   1   1         0         0 1124.0   0.2   125   866     2   748     1   749 0.98 YetA-like protein
PF19853              PF19853      142 CM000950_6338        -            217   1.3e-43  144.6   7.6   1   1   1.3e-46   1.6e-43  144.4   7.6     1   140    12   152    12   154 0.95 Family of unknown function (DUF6328)
PF19291              PF19291      212 CM000950_6364        -            615   5.9e-22   74.2   0.0   1   1   7.5e-25     9e-22   73.6   0.0    13   192     5   195     2   206 0.85 Domain of unknown function (DUF5911)
PF18911              PF18911.1     82 CM000950_6400        -           1304   4.5e-20   68.1   1.1   1   1   3.8e-23   4.5e-20   68.1   1.1     9    80   519   589   513   591 0.95 PKD domain
PF19054              PF19054      180 CM000950_6535        -            300   3.2e-60  199.0   3.8   1   1   3.8e-63   4.6e-60  198.5   3.8     2   180   116   295   115   295 0.97 Domain of unknown function (DUF5753)
PF18947              PF18947       67 CM000950_6557        -            980   8.5e-31  102.0   0.8   1   3   2.1e-13   2.5e-10   36.4   0.0     2    65    93   156    92   158 0.95 HAMP domain
PF18947              PF18947       67 CM000950_6557        -            980   8.5e-31  102.0   0.8   2   3   6.5e-12   7.7e-09   31.6   0.1     3    65   186   248   184   250 0.96 HAMP domain
PF18947              PF18947       67 CM000950_6557        -            980   8.5e-31  102.0   0.8   3   3   1.5e-11   1.8e-08   30.4   0.0     3    66   278   341   276   342 0.96 HAMP domain
PF19655              PF19655       66 CM000950_6565        -             81   3.5e-34  112.8   3.8   1   1   3.7e-37   4.4e-34  112.5   3.8     1    66    10    75    10    75 0.99 Family of unknown function (DUF6158)
PF20059              PF20059       78 CM000950_6572        -             75   5.8e-08   29.1   1.4   1   1   5.4e-11   6.5e-08   28.9   1.4     1    57     1    56     1    68 0.81 Domain of unknown function (DUF6458)
PF19853              PF19853      142 CM000950_6576        -            170   1.4e-59  196.4   9.1   1   1   1.4e-62   1.6e-59  196.2   9.1     1   142    19   159    19   159 0.99 Family of unknown function (DUF6328)
PF19949              PF19949       63 CM000950_6582        -             80   4.8e-35  115.8  11.4   1   1   4.6e-38   5.4e-35  115.6  11.4     1    63    18    80    18    80 1.00 Family of unknown function (DUF6411)
PF19086              PF19086      199 CM000950_6627        -            734   1.2e-86  285.8   0.0   1   2   5.8e-47   6.9e-44  146.2   0.0     1   198    76   275    76   276 0.98 Terpene synthase family 2, C-terminal metal binding
PF19086              PF19086      199 CM000950_6627        -            734   1.2e-86  285.8   0.0   2   2   2.5e-44     3e-41  137.6   0.0     2   197   446   644   445   646 0.96 Terpene synthase family 2, C-terminal metal binding
PF18970              PF18970       49 CM000950_6641        -            173   1.2e-21   73.0   8.1   1   1   9.9e-25   1.2e-21   73.0   8.1     1    49   120   167   120   167 0.98 Family of unknown function (DUF5709)
PF19908              PF19908       62 CM000950_6659        -             63   5.9e-33  108.7   9.7   1   1   5.4e-36   6.5e-33  108.5   9.7     1    61     1    61     1    62 0.99 Family of unknown function (DUF6381)
PF18947              PF18947       67 CM000950_6675        -           1164   4.3e-29   96.5   1.0   1   3     9e-12   1.1e-08   31.2   0.1     3    65    99   161    97   163 0.96 HAMP domain
PF18947              PF18947       67 CM000950_6675        -           1164   4.3e-29   96.5   1.0   2   3   3.9e-12   4.6e-09   32.3   0.0     3    65   191   253   189   255 0.96 HAMP domain
PF18947              PF18947       67 CM000950_6675        -           1164   4.3e-29   96.5   1.0   3   3   4.1e-11   4.9e-08   29.0   0.0     3    65   283   345   281   347 0.95 HAMP domain
PF19534              PF19534       58 CM000950_6739        -             77   2.2e-18   62.8   7.9   1   1   2.2e-21   2.7e-18   62.5   7.9     1    57    17    72    17    73 0.92 Family of unknown function (DUF6059)
PF19711              PF19711       67 CM000950_6943        -             70   4.7e-25   83.2   2.5   1   1   4.3e-28   5.1e-25   83.1   2.5     3    67     2    66     1    66 0.97 Family of unknown function (DUF6207)
PF19561              PF19561      112 CM000950_6984        -            286   6.3e-43  141.3   7.1   1   1   5.3e-46   6.3e-43  141.3   7.1     1   112    23   134    23   134 0.98 Family of unknown function (DUF6083)
#
# Program:         hmmscan
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SCAN
# Query file:      /Users/fragoso/Downloads/ws/bench/files/comp/CM000950.fna.prodigal.faa
# Target file:     /Users/fragoso/modules/old_emerald/models/emerald.hmm
# Option settings: hmmscan --domtblout CM000950.fna.prodigal.faa.emerald.tsv --cut_ga --cpu 1 /Users/fragoso/modules/old_emerald/models/emerald.hmm /Users/fragoso/Downloads/ws/bench/files/comp/CM000950.fna.prodigal.faa 
# Current dir:     /Users/fragoso/modules/emeraldbgc/emeraldbgc/modules/CM000950.fna.prodigal.faa.emrld
# Date:            Mon Jul 19 07:31:25 2021
# [ok]
